Eichner,Legrand,Default
10.757559,4.217995,4.720662
10.758803,4.21891,4.721479
10.761177,4.220657,4.723036
10.762013,4.221273,4.723585
10.763846,4.222622,4.724789
10.764486,4.223093,4.725208
10.764506,4.223108,4.725222
10.764819,4.223338,4.725427
10.764917,4.22341,4.725491
10.76549,4.223832,4.725867
10.766363,4.224475,4.726441
10.768096,4.225751,4.727578
10.768633,4.226147,4.727931
10.768754,4.226236,4.72801
10.768934,4.226369,4.728129
10.771808,4.228486,4.730016
10.774126,4.230193,4.731538
10.77582,4.231442,4.73265
10.775963,4.231547,4.732744
10.776902,4.232239,4.733361
10.777123,4.232402,4.733506
10.794127,4.244943,4.744679
10.797703,4.247582,4.74703
10.797738,4.247608,4.747052
10.797952,4.247766,4.747193
10.798998,4.248539,4.747881
10.801866,4.250656,4.749767
10.806327,4.253951,4.7527
10.808383,4.255471,4.754053
10.811895,4.258066,4.756363
10.813048,4.258918,4.757121
10.817115,4.261924,4.759797
10.817903,4.262507,4.760316
10.818516,4.262961,4.760719
10.818719,4.263111,4.760853
10.819066,4.263367,4.761081
10.819601,4.263763,4.761433
10.819763,4.263883,4.76154
10.823268,4.266475,4.763846
10.826008,4.268503,4.76565
10.827151,4.269349,4.766403
10.828752,4.270533,4.767456
10.830989,4.272189,4.768929
10.831473,4.272547,4.769248
10.83735,4.276899,4.773118
10.837483,4.276998,4.773206
10.842058,4.280387,4.776219
10.84446,4.282166,4.777801
10.845492,4.282931,4.778482
10.845773,4.283139,4.778667
10.848578,4.285218,4.780515
10.849347,4.285789,4.781022
10.851121,4.287103,4.782191
10.854034,4.289263,4.78411
10.854818,4.289845,4.784628
10.85498,4.289966,4.784734
10.855556,4.290393,4.785114
10.859791,4.293534,4.787906
10.861795,4.295021,4.789227
10.862885,4.29583,4.789946
10.865202,4.29755,4.791473
10.867075,4.29894,4.792708
10.871689,4.302367,4.795752
10.876437,4.305894,4.798885
10.881299,4.309506,4.802093
10.882887,4.310686,4.803141
10.885115,4.312343,4.804611
10.885398,4.312553,4.804798
10.887195,4.31389,4.805984
10.894714,4.319482,4.810948
10.895611,4.32015,4.811541
10.898388,4.322217,4.813375
10.899692,4.323187,4.814236
10.901366,4.324433,4.815342
10.903217,4.325811,4.816564
10.903539,4.326051,4.816777
10.903552,4.326061,4.816786
10.906584,4.328319,4.818789
10.907184,4.328765,4.819185
10.907708,4.329156,4.819531
10.90962,4.33058,4.820795
10.91504,4.334618,4.824377
10.915605,4.33504,4.82475
10.917087,4.336144,4.82573
10.918021,4.33684,4.826347
10.921782,4.339644,4.828833
10.92373,4.341097,4.830121
10.924168,4.341424,4.830411
10.924178,4.341431,4.830418
10.926256,4.342981,4.831792
10.928403,4.344583,4.833211
10.929692,4.345544,4.834064
10.930589,4.346214,4.834658
10.930813,4.346381,4.834805
10.930815,4.346383,4.834807
10.931792,4.347112,4.835453
10.932939,4.347968,4.836212
10.935847,4.350138,4.838135
10.935947,4.350213,4.838202
10.936456,4.350593,4.838538
10.938342,4.352001,4.839786
10.938764,4.352316,4.840065
10.941341,4.35424,4.84177
10.942478,4.35509,4.842523
10.943142,4.355586,4.842962
10.945037,4.357001,4.844217
10.949163,4.360084,4.846948
10.951127,4.361552,4.848248
10.95379,4.363543,4.850011
10.95512,4.364537,4.850891
10.959318,4.367676,4.853672
10.963918,4.371117,4.856718
10.96646,4.373019,4.858402
10.968266,4.374371,4.859599
10.973295,4.378136,4.862931
10.975222,4.379579,4.864208
10.976051,4.3802,4.864758
10.978579,4.382093,4.866434
10.980321,4.383398,4.867588
10.985072,4.386958,4.870738
10.988055,4.389194,4.872716
10.988194,4.389298,4.872808
10.990223,4.390819,4.874153
10.995434,4.394728,4.87761
10.99589,4.395069,4.877912
10.997404,4.396205,4.878917
10.997818,4.396516,4.879191
11.00086,4.398798,4.88121
11.00211,4.399736,4.882039
11.002919,4.400344,4.882576
11.006822,4.403273,4.885166
11.006988,4.403398,4.885277
11.010167,4.405785,4.887387
11.010534,4.406061,4.88763
11.011294,4.406631,4.888134
11.012087,4.407227,4.888661
11.012597,4.40761,4.888999
11.012653,4.407652,4.889037
11.015194,4.409561,4.890724
11.01529,4.409632,4.890787
11.022183,4.414813,4.895365
11.025601,4.417382,4.897635
11.025735,4.417483,4.897724
11.027675,4.418942,4.899013
11.028022,4.419203,4.899243
11.028907,4.419868,4.899831
11.029957,4.420658,4.900529
11.037031,4.42598,4.905229
11.037664,4.426457,4.90565
11.03906,4.427507,4.906578
11.042061,4.429766,4.908573
11.049251,4.435181,4.913353
11.051138,4.436603,4.914608
11.052166,4.437377,4.915292
11.057573,4.441452,4.918888
11.058674,4.442282,4.919621
11.05876,4.442347,4.919678
11.058946,4.442487,4.919801
11.059323,4.442772,4.920052
11.060536,4.443686,4.920859
11.062542,4.445199,4.922194
11.06284,4.445423,4.922392
11.062969,4.44552,4.922478
11.063367,4.445821,4.922743
11.064418,4.446613,4.923442
11.067287,4.448778,4.925351
11.069577,4.450505,4.926876
11.070354,4.451091,4.927393
11.071336,4.451832,4.928046
11.071872,4.452237,4.928403
11.073869,4.453744,4.929732
11.075893,4.455272,4.93108
11.081119,4.459218,4.934559
11.082291,4.460103,4.93534
11.082578,4.46032,4.935531
11.082704,4.460415,4.935615
11.083213,4.460799,4.935954
11.085559,4.462571,4.937516
11.085606,4.462607,4.937548
11.087755,4.46423,4.938979
11.093794,4.468795,4.943002
11.094091,4.469019,4.9432
11.098822,4.472596,4.946352
11.099095,4.472803,4.946534
11.102817,4.475618,4.949015
11.104444,4.476849,4.9501
11.104514,4.476902,4.950147
11.105724,4.477817,4.950953
11.105875,4.477932,4.951054
11.107694,4.479308,4.952266
11.10918,4.480433,4.953257
11.11547,4.485195,4.957452
11.11801,4.487119,4.959146
11.124891,4.492332,4.963736
11.129014,4.495457,4.966487
11.133741,4.499041,4.969642
11.139778,4.50362,4.973673
11.142656,4.505804,4.975594
11.143013,4.506075,4.975832
11.150103,4.511457,4.980568
11.150224,4.511549,4.980648
11.158829,4.518085,4.986397
11.159104,4.518294,4.986581
11.160176,4.519109,4.987297
11.16033,4.519226,4.9874
11.1673,4.524524,4.992059
11.173196,4.529008,4.996001
11.173612,4.529324,4.996279
11.177062,4.53195,4.998586
11.177523,4.5323,4.998894
11.179022,4.533441,4.999897
11.179717,4.53397,5.000361
11.180855,4.534836,5.001123
11.181492,4.535321,5.001549
11.182929,4.536415,5.00251
11.185354,4.538261,5.004132
11.187534,4.539921,5.005591
11.193685,4.544607,5.009707
11.194031,4.54487,5.009938
11.19415,4.544961,5.010018
11.194659,4.545349,5.010359
11.197246,4.54732,5.01209
11.197671,4.547644,5.012375
11.19792,4.547834,5.012541
11.199549,4.549076,5.013632
11.20319,4.551852,5.01607
11.205345,4.553495,5.017513
11.205569,4.553665,5.017662
11.20661,4.55446,5.018359
11.210417,4.557363,5.020909
11.213515,4.559728,5.022984
11.213606,4.559797,5.023045
11.218574,4.563589,5.026373
11.219058,4.563958,5.026697
11.220029,4.564699,5.027348
11.220031,4.564701,5.027349
11.220158,4.564798,5.027434
11.221091,4.565511,5.02806
11.221782,4.566038,5.028522
11.223875,4.567637,5.029926
11.225181,4.568634,5.0308
11.226267,4.569464,5.031528
11.227036,4.570051,5.032044
11.229198,4.571702,5.033493
11.229525,4.571952,5.033712
11.231598,4.573537,5.035102
11.235221,4.576305,5.03753
11.235811,4.576757,5.037926
11.240635,4.580445,5.041161
11.242996,4.58225,5.042744
11.243399,4.582559,5.043015
11.248982,4.586831,5.04676
11.249798,4.587455,5.047308
11.250167,4.587737,5.047555
11.251758,4.588955,5.048623
11.253848,4.590554,5.050025
11.254024,4.590689,5.050143
11.255773,4.592028,5.051316
11.260694,4.595797,5.05462
11.26224,4.596981,5.055657
11.263181,4.597702,5.056289
11.263258,4.59776,5.05634
11.267432,4.600959,5.059143
11.273879,4.605901,5.063473
11.274212,4.606156,5.063696
11.274787,4.606597,5.064082
11.277926,4.609004,5.066191
11.281887,4.612042,5.068852
11.283826,4.61353,5.070155
11.284464,4.61402,5.070583
11.286372,4.615484,5.071865
11.28704,4.615996,5.072314
11.29026,4.618468,5.074478
11.292255,4.62,5.075819
11.292827,4.620439,5.076204
11.294919,4.622045,5.07761
11.295756,4.622688,5.078173
11.296071,4.62293,5.078385
11.296995,4.62364,5.079006
11.29875,4.624988,5.080186
11.311696,4.634938,5.088892
11.31343,4.636272,5.090059
11.313795,4.636552,5.090304
11.316762,4.638834,5.092301
11.318718,4.640339,5.093617
11.319,4.640556,5.093807
11.319683,4.641081,5.094266
11.319743,4.641128,5.094307
11.32041,4.641641,5.094756
11.320806,4.641946,5.095023
11.325008,4.64518,5.09785
11.329681,4.648777,5.100996
11.329714,4.648803,5.101019
11.332762,4.65115,5.103071
11.336299,4.653875,5.105453
11.338903,4.655881,5.107207
11.342955,4.659004,5.109936
11.345496,4.660963,5.111648
11.347559,4.662554,5.113038
11.347885,4.662805,5.113257
11.349983,4.664423,5.114671
11.350928,4.665152,5.115308
11.353098,4.666826,5.116771
11.353946,4.66748,5.117342
11.356711,4.669613,5.119205
11.358347,4.670876,5.120309
11.361318,4.673169,5.122312
11.365938,4.676735,5.125426
11.369955,4.679838,5.128135
11.370716,4.680426,5.128649
11.371386,4.680943,5.129101
11.381752,4.688955,5.136094
11.381985,4.689134,5.136251
11.383218,4.690088,5.137084
11.38356,4.690353,5.137314
11.385724,4.692026,5.138775
11.388232,4.693966,5.140467
11.388261,4.693988,5.140487
11.390571,4.695776,5.142047
11.391853,4.696767,5.142912
11.392778,4.697483,5.143536
11.398464,4.701884,5.147376
11.400386,4.703372,5.148673
11.404706,4.706717,5.151591
11.406342,4.707985,5.152697
11.414629,4.714405,5.158296
11.416204,4.715626,5.15936
11.416316,4.715713,5.159435
11.417079,4.716305,5.159952
11.418165,4.717146,5.160685
11.421693,4.719882,5.16307
11.421739,4.719918,5.163101
11.424455,4.722024,5.164937
11.426411,4.723542,5.16626
11.428265,4.72498,5.167513
11.431333,4.727361,5.169588
11.435257,4.730407,5.172242
11.4356,4.730673,5.172473
11.436226,4.731159,5.172897
11.4395,4.733701,5.175112
11.447026,4.739547,5.180204
11.449988,4.74185,5.182209
11.451019,4.74265,5.182906
11.461017,4.750425,5.189675
11.461399,4.750721,5.189933
11.463052,4.752008,5.191053
11.464596,4.753209,5.192098
11.466745,4.754881,5.193554
11.466932,4.755027,5.193681
11.467653,4.755588,5.194169
11.468374,4.756149,5.194657
11.469268,4.756845,5.195263
11.469848,4.757296,5.195656
11.472738,4.759546,5.197613
11.473619,4.760232,5.19821
11.476946,4.762823,5.200464
11.479794,4.765041,5.202395
11.487836,4.771307,5.207845
11.49268,4.775084,5.211129
11.495586,4.77735,5.2131
11.496328,4.777928,5.213603
11.496519,4.778077,5.213732
11.497152,4.778571,5.214162
11.497704,4.779002,5.214536
11.49826,4.779435,5.214913
11.503028,4.783156,5.218147
11.507778,4.786863,5.22137
11.512977,4.790922,5.224898
11.515474,4.792873,5.226592
11.517951,4.794808,5.228274
11.521209,4.797353,5.230485
11.523905,4.79946,5.232316
11.525183,4.800459,5.233184
11.525294,4.800546,5.233259
11.527048,4.801917,5.23445
11.527926,4.802603,5.235046
11.52973,4.804014,5.236271
11.530539,4.804646,5.23682
11.531538,4.805428,5.237499
11.539506,4.811661,5.242912
11.539793,4.811886,5.243107
11.541115,4.81292,5.244005
11.541276,4.813046,5.244115
11.54833,4.818569,5.248908
11.549735,4.819669,5.249863
11.552621,4.821929,5.251825
11.555822,4.824437,5.254001
11.55876,4.826739,5.255999
11.559011,4.826935,5.256169
11.559109,4.827012,5.256236
11.560465,4.828075,5.257158
11.560752,4.8283,5.257353
11.564543,4.831271,5.259931
11.568121,4.834077,5.262365
11.568659,4.834499,5.262731
11.572929,4.837848,5.265636
11.573593,4.838369,5.266088
11.573879,4.838594,5.266282
11.578327,4.842084,5.269309
11.581261,4.844387,5.271307
11.582761,4.845565,5.272328
11.584539,4.846961,5.273538
11.586575,4.848559,5.274924
11.589374,4.850758,5.27683
11.591893,4.852736,5.278544
11.593714,4.854168,5.279785
11.595968,4.855939,5.28132
11.596025,4.855983,5.281358
11.59702,4.856766,5.282036
11.597664,4.857271,5.282475
11.59768,4.857284,5.282486
11.59988,4.859014,5.283984
11.600081,4.859172,5.284121
11.600667,4.859632,5.28452
11.601382,4.860195,5.285008
11.601503,4.860289,5.28509
11.603195,4.86162,5.286242
11.603919,4.862189,5.286736
11.607897,4.865318,5.289446
11.60793,4.865344,5.289469
11.607939,4.86535,5.289475
11.608437,4.865742,5.289814
11.609442,4.866533,5.290499
11.609714,4.866747,5.290684
11.612625,4.869037,5.292668
11.613482,4.869712,5.293252
11.615455,4.871264,5.294597
11.616181,4.871836,5.295092
11.618127,4.873367,5.296418
11.619791,4.874677,5.297553
11.623705,4.87776,5.300222
11.625376,4.879075,5.301361
11.627185,4.880501,5.302595
11.627323,4.880609,5.302689
11.62875,4.881734,5.303662
11.628964,4.881902,5.303808
11.630469,4.883088,5.304835
11.638494,4.889413,5.310309
11.638595,4.889493,5.310378
11.639714,4.890375,5.311141
11.640119,4.890694,5.311417
11.641531,4.891808,5.312381
11.642301,4.892415,5.312907
11.644564,4.894199,5.314451
11.649527,4.898115,5.317838
11.649901,4.89841,5.318094
11.652857,4.900743,5.320112
11.652964,4.900827,5.320185
11.654742,4.902231,5.321399
11.655759,4.903034,5.322093
11.656008,4.90323,5.322263
11.656895,4.90393,5.322869
11.658181,4.904946,5.323747
11.659958,4.906349,5.324961
11.663143,4.908864,5.327136
11.665937,4.911072,5.329044
11.666474,4.911496,5.329411
11.66778,4.912527,5.330303
11.668483,4.913083,5.330783
11.672094,4.915936,5.33325
11.675632,4.918734,5.335668
11.677948,4.920565,5.337251
11.683455,4.92492,5.341015
11.684579,4.925809,5.341783
11.684682,4.925891,5.341854
11.691377,4.931189,5.346432
11.691875,4.931583,5.346772
11.692399,4.931998,5.34713
11.697762,4.936244,5.350799
11.698197,4.936588,5.351096
11.69963,4.937724,5.352076
11.700833,4.938677,5.352899
11.703016,4.940406,5.354393
11.70572,4.942548,5.356243
11.71077,4.94655,5.359698
11.711453,4.947092,5.360166
11.717195,4.951645,5.364096
11.718487,4.95267,5.364981
11.719728,4.953654,5.365831
11.721727,4.95524,5.367199
11.722991,4.956243,5.368065
11.724255,4.957246,5.368931
11.729698,4.961565,5.372658
11.729986,4.961794,5.372855
11.735336,4.966042,5.37652
11.736678,4.967108,5.37744
11.736701,4.967126,5.377456
11.737465,4.967733,5.377979
11.743151,4.97225,5.381875
11.747747,4.975903,5.385026
11.755987,4.982454,5.390674
11.756523,4.982881,5.391042
11.757534,4.983685,5.391735
11.761569,4.986895,5.394503
11.763473,4.988411,5.395809
11.765883,4.990329,5.397462
11.768252,4.992215,5.399087
11.769935,4.993554,5.400242
11.772833,4.995862,5.40223
11.776297,4.998621,5.404607
11.77731,4.999428,5.405303
11.777792,4.999812,5.405634
11.786389,5.006663,5.411535
11.786492,5.006746,5.411606
11.788614,5.008438,5.413063
11.789207,5.00891,5.41347
11.791249,5.010538,5.414872
11.792762,5.011745,5.415911
11.79906,5.016769,5.420237
11.800114,5.01761,5.420961
11.800521,5.017935,5.421241
11.802124,5.019215,5.422342
11.806127,5.02241,5.425092
11.806173,5.022446,5.425124
11.806297,5.022545,5.425209
11.808799,5.024543,5.426928
11.814891,5.029409,5.431116
11.821358,5.034576,5.435561
11.823756,5.036493,5.437211
11.824268,5.036902,5.437562
11.82954,5.041118,5.441189
11.830154,5.041609,5.44161
11.830984,5.042273,5.442182
11.832045,5.043121,5.442911
11.832746,5.043682,5.443394
11.83507,5.045541,5.444992
11.835708,5.046051,5.445431
11.837022,5.047103,5.446336
11.838967,5.04866,5.447674
11.839179,5.048829,5.44782
11.839937,5.049436,5.448342
11.840065,5.049538,5.448429
11.842102,5.051168,5.449831
11.843814,5.05254,5.45101
11.844024,5.052707,5.451154
11.84414,5.0528,5.451234
11.844435,5.053037,5.451437
11.844724,5.053268,5.451635
11.846334,5.054557,5.452744
11.84821,5.056059,5.454035
11.849182,5.056838,5.454705
11.85095,5.058254,5.455921
11.854059,5.060745,5.458062
11.854113,5.060788,5.458099
11.855581,5.061964,5.45911
11.858169,5.064038,5.460892
11.859885,5.065413,5.462073
11.86024,5.065698,5.462318
11.863545,5.068348,5.464595
11.863698,5.06847,5.4647
11.864999,5.069513,5.465596
11.870148,5.073643,5.469144
11.870462,5.073895,5.46936
11.872071,5.075185,5.470468
11.872631,5.075634,5.470854
11.876785,5.078968,5.473717
11.879939,5.081499,5.475891
11.880636,5.082059,5.476371
11.884079,5.084823,5.478744
11.884502,5.085163,5.479037
11.886713,5.086938,5.480561
11.888476,5.088355,5.481776
11.888535,5.088402,5.481817
11.892955,5.091953,5.484865
11.894025,5.092812,5.485603
11.894703,5.093357,5.486071
11.895734,5.094186,5.486782
11.901457,5.098786,5.490729
11.902079,5.099286,5.491158
11.907702,5.103808,5.495038
11.908889,5.104763,5.495858
11.914042,5.108909,5.499414
11.914085,5.108944,5.499444
11.917952,5.112056,5.502113
11.920646,5.114225,5.503973
11.922775,5.115939,5.505443
11.929001,5.120954,5.509743
11.931871,5.123266,5.511725
11.935395,5.126107,5.51416
11.935521,5.126208,5.514247
11.93578,5.126417,5.514426
11.937356,5.127687,5.515514
11.937548,5.127842,5.515647
11.938915,5.128944,5.516591
11.944601,5.133529,5.520521
11.946038,5.134688,5.521514
11.946049,5.134697,5.521522
11.947545,5.135903,5.522555
11.951966,5.139471,5.525612
11.953155,5.140431,5.526434
11.95615,5.142847,5.528504
11.956246,5.142925,5.528571
11.957044,5.14357,5.529123
11.957162,5.143665,5.529204
11.958522,5.144763,5.530145
11.961363,5.147057,5.532109
11.963554,5.148826,5.533625
11.963851,5.149067,5.533831
11.965368,5.150292,5.53488
11.966126,5.150904,5.535404
11.968646,5.15294,5.537148
11.969315,5.15348,5.53761
11.970023,5.154052,5.5381
11.975864,5.158773,5.542141
11.980398,5.162439,5.54528
11.989142,5.169512,5.551333
11.989196,5.169556,5.551371
11.992771,5.17245,5.553846
11.992929,5.172577,5.553955
11.993631,5.173146,5.554442
12.01047,5.186784,5.566107
12.017855,5.192771,5.571226
12.018598,5.193374,5.571741
12.019585,5.194174,5.572425
12.021191,5.195477,5.573539
12.021573,5.195787,5.573804
12.022233,5.196322,5.574261
12.025117,5.198662,5.576261
12.033855,5.205753,5.582321
12.034552,5.206319,5.582805
12.034777,5.206502,5.582961
12.036873,5.208203,5.584415
12.036936,5.208254,5.584458
12.039528,5.21036,5.586257
12.039739,5.210531,5.586403
12.043492,5.21358,5.589008
12.043517,5.2136,5.589025
12.044947,5.214762,5.590017
12.04517,5.214942,5.590172
12.046666,5.216158,5.59121
12.046834,5.216295,5.591327
12.04962,5.218559,5.593261
12.05262,5.220997,5.595343
12.053457,5.221678,5.595925
12.053485,5.221701,5.595944
12.054681,5.222673,5.596774
12.056604,5.224237,5.598109
12.060995,5.227808,5.601158
12.062502,5.229034,5.602205
12.071492,5.23635,5.608449
12.073515,5.237997,5.609855
12.076738,5.240621,5.612095
12.079243,5.242662,5.613836
12.081232,5.244282,5.615218
12.081523,5.244519,5.61542
12.083622,5.246229,5.616879
12.084242,5.246734,5.61731
12.084489,5.246936,5.617482
12.085484,5.247746,5.618173
12.085628,5.247864,5.618274
12.085631,5.247866,5.618276
12.091395,5.252564,5.622283
12.091496,5.252647,5.622354
12.092217,5.253234,5.622855
12.09426,5.2549,5.624276
12.096482,5.256712,5.625821
12.096932,5.257079,5.626134
12.101066,5.260451,5.629009
12.101778,5.261032,5.629504
12.103444,5.262391,5.630663
12.106008,5.264484,5.632447
12.107336,5.265567,5.633371
12.107726,5.265886,5.633642
12.108603,5.266601,5.634252
12.110778,5.268377,5.635766
12.112276,5.2696,5.636808
12.116926,5.273397,5.640045
12.117732,5.274055,5.640606
12.119913,5.275837,5.642124
12.121354,5.277015,5.643127
12.125964,5.280782,5.646337
12.127616,5.282132,5.647487
12.129505,5.283675,5.648803
12.129509,5.283679,5.648806
12.138111,5.290714,5.654798
12.138773,5.291255,5.655258
12.141101,5.293159,5.65688
12.141312,5.293332,5.657027
12.145076,5.296412,5.65965
12.147119,5.298085,5.661074
12.148194,5.298964,5.661823
12.152077,5.302144,5.66453
12.152692,5.302647,5.664958
12.15385,5.303595,5.665765
12.158189,5.307149,5.66879
12.161222,5.309634,5.670905
12.165493,5.313134,5.673884
12.166743,5.314159,5.674756
12.167935,5.315136,5.675587
12.169822,5.316683,5.676903
12.173588,5.319771,5.679531
12.174678,5.320665,5.680291
12.177345,5.322852,5.682151
12.178381,5.323702,5.682874
12.180722,5.325622,5.684508
12.183304,5.327742,5.68631
12.184735,5.328916,5.687309
12.185413,5.329473,5.687782
12.185732,5.329734,5.688005
12.186969,5.330749,5.688868
12.18928,5.332647,5.690482
12.189912,5.333166,5.690923
12.191851,5.334758,5.692277
12.193736,5.336306,5.693593
12.193992,5.336516,5.693771
12.194968,5.337318,5.694453
12.195939,5.338115,5.695131
12.198934,5.340576,5.697222
12.200883,5.342178,5.698584
12.203202,5.344083,5.700204
12.205059,5.345609,5.701501
12.205473,5.34595,5.70179
12.206,5.346383,5.702158
12.206331,5.346654,5.702389
12.207045,5.347242,5.702888
12.210809,5.350337,5.705518
12.215794,5.354436,5.709001
12.218202,5.356417,5.710684
12.219385,5.357391,5.711511
12.230771,5.366763,5.719471
12.231492,5.367356,5.719975
12.234132,5.369531,5.721822
12.234421,5.369769,5.722024
12.23526,5.37046,5.722611
12.23607,5.371128,5.723178
12.238254,5.372927,5.724705
12.242583,5.376494,5.727733
12.242644,5.376544,5.727776
12.244423,5.37801,5.729021
12.245016,5.378499,5.729435
12.245777,5.379127,5.729968
12.247079,5.3802,5.730879
12.250352,5.382899,5.73317
12.252362,5.384556,5.734576
12.253774,5.385721,5.735565
12.25398,5.385891,5.735709
12.254043,5.385943,5.735753
12.256171,5.387698,5.737242
12.256636,5.388082,5.737568
12.257391,5.388705,5.738096
12.258789,5.389858,5.739075
12.258798,5.389866,5.739082
12.259265,5.390251,5.739408
12.2603,5.391105,5.740133
12.263651,5.393871,5.742479
12.266461,5.39619,5.744447
12.267494,5.397043,5.74517
12.268275,5.397688,5.745718
12.278076,5.405783,5.752583
12.279388,5.406867,5.753502
12.279575,5.407022,5.753633
12.28281,5.409695,5.7559
12.284235,5.410874,5.756899
12.284445,5.411047,5.757046
12.286682,5.412896,5.758614
12.286851,5.413036,5.758732
12.290689,5.416209,5.761422
12.292927,5.418061,5.762991
12.295479,5.420172,5.76478
12.305506,5.42847,5.771811
12.306644,5.429412,5.772609
12.309008,5.43137,5.774268
12.309023,5.431382,5.774279
12.309094,5.431441,5.774329
12.310399,5.432522,5.775244
12.318369,5.439124,5.780836
12.318669,5.439372,5.781047
12.322547,5.442586,5.783768
12.327042,5.446313,5.786924
12.332637,5.450953,5.790852
12.333735,5.451864,5.791623
12.340233,5.457255,5.796186
12.343596,5.460046,5.798548
12.345473,5.461605,5.799867
12.345548,5.461667,5.79992
12.352241,5.467225,5.804622
12.352598,5.467522,5.804873
12.353284,5.468091,5.805355
12.354405,5.469023,5.806143
12.35541,5.469858,5.80685
12.357767,5.471817,5.808506
12.357774,5.471822,5.808511
12.363647,5.476703,5.812639
12.364377,5.47731,5.813153
12.367614,5.480002,5.815429
12.367685,5.480061,5.815479
12.367794,5.480151,5.815555
12.36846,5.480705,5.816023
12.370604,5.482488,5.817531
12.371765,5.483454,5.818348
12.375715,5.48674,5.821126
12.376299,5.487226,5.821536
12.377857,5.488523,5.822633
12.3797,5.490056,5.823929
12.381419,5.491487,5.825138
12.38155,5.491596,5.82523
12.382498,5.492384,5.825897
12.383963,5.493604,5.826928
12.384819,5.494317,5.82753
12.385159,5.4946,5.827769
12.394355,5.502259,5.834242
12.394431,5.502323,5.834295
12.394452,5.50234,5.83431
12.395801,5.503464,5.835259
12.397232,5.504656,5.836267
12.397482,5.504864,5.836443
12.3997,5.506713,5.838004
12.403097,5.509544,5.840396
12.403538,5.509912,5.840707
12.405376,5.511445,5.842001
12.406355,5.512261,5.842691
12.415456,5.519852,5.849101
12.420827,5.524334,5.852885
12.423529,5.526589,5.854789
12.424048,5.527023,5.855155
12.430339,5.532276,5.859589
12.434782,5.535988,5.862721
12.435551,5.53663,5.863264
12.436438,5.537372,5.863889
12.436547,5.537463,5.863966
12.437185,5.537996,5.864416
12.439212,5.53969,5.865845
12.444807,5.544367,5.869791
12.445259,5.544744,5.870109
12.446129,5.545472,5.870723
12.449437,5.548238,5.873056
12.458235,5.555599,5.879265
12.459515,5.55667,5.880168
12.46078,5.557729,5.88106
12.46175,5.558541,5.881745
12.463661,5.560141,5.883094
12.4666,5.562602,5.885169
12.473838,5.568664,5.890279
12.475555,5.570102,5.891491
12.478281,5.572387,5.893416
12.479028,5.573013,5.893944
12.47963,5.573518,5.894369
12.481446,5.575039,5.895652
12.485006,5.578024,5.898167
12.485531,5.578465,5.898538
12.487335,5.579977,5.899812
12.491284,5.583289,5.902602
12.492411,5.584234,5.903399
12.492608,5.5844,5.903538
12.49485,5.586281,5.905123
12.500509,5.59103,5.909122
12.500548,5.591063,5.90915
12.501273,5.591671,5.909662
12.501277,5.591675,5.909665
12.503026,5.593143,5.910902
12.504012,5.593971,5.911599
12.504039,5.593993,5.911618
12.504167,5.594101,5.911708
12.505953,5.5956,5.912971
12.506412,5.595986,5.913295
12.509709,5.598754,5.915626
12.512238,5.600879,5.917415
12.513244,5.601724,5.918127
12.516841,5.604747,5.920671
12.517538,5.605332,5.921164
12.51843,5.606082,5.921795
12.520952,5.608201,5.923579
12.521197,5.608407,5.923752
12.524621,5.611286,5.926175
12.527344,5.613576,5.928101
12.530118,5.615909,5.930065
12.535804,5.620692,5.934089
12.536348,5.62115,5.934474
12.536408,5.621201,5.934517
12.537205,5.621872,5.935081
12.537565,5.622174,5.935336
12.538575,5.623024,5.936051
12.538577,5.623025,5.936052
12.539801,5.624056,5.936919
12.540993,5.625059,5.937763
12.54318,5.6269,5.939311
12.552621,5.634851,5.945997
12.552937,5.635118,5.946221
12.556279,5.637933,5.948589
12.55733,5.638819,5.949333
12.557617,5.63906,5.949536
12.561023,5.641932,5.95195
12.564009,5.644449,5.954066
12.566471,5.646524,5.95581
12.5665,5.646549,5.955831
12.566898,5.646885,5.956113
12.569137,5.648773,5.9577
12.575748,5.65435,5.962387
12.576503,5.654987,5.962922
12.57667,5.655128,5.96304
12.576929,5.655346,5.963224
12.577265,5.65563,5.963462
12.578365,5.656558,5.964242
12.579835,5.657799,5.965285
12.58045,5.658318,5.965721
12.581313,5.659047,5.966333
12.581748,5.659414,5.966641
12.584286,5.661557,5.968441
12.590392,5.666713,5.972772
12.592094,5.66815,5.973979
12.599908,5.674754,5.979524
12.599985,5.674818,5.979579
12.601232,5.675873,5.980464
12.602632,5.677056,5.981457
12.604441,5.678585,5.982741
12.605044,5.679095,5.983169
12.610323,5.683559,5.986917
12.611624,5.68466,5.98784
12.61285,5.685697,5.988711
12.61885,5.690774,5.992972
12.620902,5.692511,5.994429
12.626691,5.697412,5.998541
12.628608,5.699036,5.999903
12.631606,5.701575,6.002033
12.633187,5.702914,6.003156
12.633445,5.703133,6.00334
12.633812,5.703444,6.003601
12.637358,5.706449,6.006121
12.640419,5.709042,6.008296
12.641459,5.709924,6.009036
12.650216,5.717349,6.015261
12.651241,5.718219,6.01599
12.653352,5.720009,6.017491
12.65502,5.721424,6.018677
12.655062,5.72146,6.018707
12.657428,5.723467,6.02039
12.658959,5.724767,6.021479
12.659337,5.725088,6.021748
12.662557,5.727821,6.024039
12.665332,5.730177,6.026013
12.666336,5.73103,6.026727
12.667692,5.732181,6.027692
